Sno,Customer_number,Insurance,housing,loan,contact,duration,campaign,last_contact_day,previous,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Gender
29372,30373,no,yes,no,cellular,115.0,3,245,8,failure,2.0,344.0,35,admin.,married,secondary,M
29373,30374,no,yes,no,cellular,98.0,2,271,1,failure,2.0,273.0,58,retired,divorced,secondary,F
29374,30375,no,yes,no,cellular,96.0,2,208,1,failure,2.0,324.0,46,technician,married,secondary,F
29375,30376,yes,no,yes,cellular,12.0,3,1,0,unknown,2.0,235.0,55,admin.,single,secondary,M
29376,30377,no,yes,no,cellular,981.0,5,269,2,failure,1.0,482.0,28,unemployed,married,primary,M
29377,30378,no,no,no,cellular,123.0,2,1,0,unknown,2.0,477.0,40,technician,divorced,secondary,M
29378,30379,no,no,no,cellular,56.0,2,1,0,unknown,2.0,308.0,35,management,married,tertiary,M
29379,30380,no,no,no,telephone,233.0,2,1,0,unknown,2.0,163.0,37,admin.,married,secondary,F
29380,30381,no,no,yes,cellular,69.0,2,1,0,unknown,2.0,277.0,59,entrepreneur,divorced,secondary,M
29381,30382,no,no,no,cellular,91.0,2,1,0,unknown,2.0,281.0,50,technician,divorced,secondary,M
29382,30383,no,no,no,telephone,468.0,2,1,0,unknown,2.0,196.0,65,retired,married,primary,M
29383,30384,no,no,no,cellular,218.0,3,1,0,unknown,2.0,288.0,55,blue-collar,married,secondary,M
29384,30385,no,yes,yes,cellular,168.0,2,245,1,other,2.0,314.0,49,technician,married,secondary,M
29385,30386,no,no,no,cellular,141.0,2,1,0,unknown,2.0,328.0,65,retired,married,tertiary,M
29386,30387,no,yes,no,cellular,135.0,2,1,0,unknown,2.0,316.0,52,services,married,secondary,F
29387,30388,no,yes,yes,cellular,698.0,2,271,2,other,2.0,138.0,35,blue-collar,married,primary,M
29388,30389,no,yes,no,cellular,153.0,4,244,13,failure,2.0,305.0,35,admin.,married,secondary,M
29389,30390,no,yes,no,cellular,116.0,3,1,0,unknown,2.0,276.0,33,management,single,tertiary,F
29390,30391,no,no,no,cellular,83.0,3,1,0,unknown,2.0,241.0,39,technician,single,tertiary,F
29391,30392,no,no,no,cellular,263.0,2,1,0,unknown,2.0,100.0,29,management,single,tertiary,F
29392,30393,no,yes,no,cellular,186.0,4,1,0,unknown,2.0,159.0,37,management,married,tertiary,M
29393,30394,no,no,no,cellular,156.0,2,1,0,unknown,2.0,185.0,42,management,married,tertiary,M
29394,30395,no,no,no,cellular,167.0,1,187,2,failure,2.0,389.0,37,technician,married,secondary,F
29395,30396,no,yes,no,cellular,159.0,2,271,1,failure,2.0,390.0,31,management,single,tertiary,F
29396,30397,no,no,no,cellular,845.0,2,1,0,unknown,2.0,135.0,31,management,single,tertiary,M
29397,30398,no,yes,no,cellular,289.0,2,174,4,other,1.0,351.0,37,management,married,tertiary,M
29398,30399,no,yes,yes,cellular,81.0,3,269,3,other,2.0,434.0,37,blue-collar,married,primary,F
29399,30400,no,no,no,cellular,556.0,2,1,0,unknown,2.0,195.0,42,blue-collar,married,primary,F
29400,30401,no,yes,yes,telephone,111.0,2,208,1,failure,2.0,429.0,45,technician,married,secondary,F
29401,30402,no,yes,no,cellular,161.0,3,73,1,other,2.0,355.0,54,management,married,tertiary,M
29402,30403,no,yes,yes,cellular,76.0,3,5,3,other,2.0,319.0,35,technician,married,tertiary,F
29403,30404,no,no,no,cellular,189.0,1,1,0,unknown,2.0,482.0,31,services,single,tertiary,M
29404,30405,no,yes,yes,cellular,147.0,2,252,3,other,2.0,423.0,39,blue-collar,single,secondary,M
29405,30406,no,yes,no,cellular,164.0,2,262,2,failure,2.0,203.0,42,services,married,primary,M
29406,30407,no,no,no,telephone,70.0,2,1,0,unknown,2.0,236.0,29,technician,single,secondary,F
29407,30408,no,yes,no,cellular,300.0,2,1,0,unknown,2.0,225.0,33,services,divorced,secondary,M
29408,30409,no,yes,no,cellular,405.0,1,1,0,unknown,2.0,287.0,33,management,single,tertiary,F
29409,30410,no,yes,no,cellular,106.0,2,259,1,failure,2.0,462.0,36,management,married,tertiary,F
29410,30411,no,no,no,cellular,11.0,6,1,0,unknown,2.0,357.0,34,admin.,divorced,secondary,M
29411,30412,no,yes,yes,cellular,62.0,2,203,5,failure,2.0,135.0,54,technician,divorced,secondary,F
29412,30413,no,yes,no,cellular,298.0,2,231,1,failure,2.0,204.0,49,management,divorced,tertiary,F
29413,30414,no,no,no,cellular,225.0,2,1,0,unknown,2.0,163.0,36,services,single,secondary,F
29414,30415,no,yes,no,cellular,117.0,2,221,4,failure,2.0,475.0,47,services,married,secondary,M
29415,30416,no,yes,yes,cellular,7.0,8,1,0,unknown,2.0,346.0,33,services,married,secondary,F
29416,30417,no,yes,no,cellular,198.0,2,267,1,other,2.0,370.0,35,management,single,tertiary,F
29417,30418,no,yes,no,cellular,182.0,2,1,0,unknown,2.0,356.0,41,blue-collar,married,secondary,F
29418,30419,no,no,no,cellular,11.0,7,1,0,unknown,2.0,309.0,26,services,single,tertiary,F
29419,30420,no,yes,no,cellular,231.0,2,259,1,failure,2.0,404.0,36,services,single,secondary,M
29420,30421,no,yes,yes,cellular,124.0,2,271,2,failure,2.0,235.0,33,management,married,tertiary,M
29421,30422,no,yes,no,cellular,43.0,4,1,0,unknown,2.0,379.0,36,services,single,secondary,M
29422,30423,no,no,no,cellular,149.0,1,1,0,unknown,2.0,419.0,60,retired,married,secondary,M
29423,30424,no,no,no,cellular,133.0,1,1,0,unknown,2.0,479.0,59,housemaid,married,primary,M
29424,30425,no,yes,no,cellular,35.0,7,265,5,other,2.0,457.0,60,services,married,secondary,F
29425,30426,no,no,no,cellular,624.0,1,1,0,unknown,2.0,487.0,33,management,married,tertiary,F
29426,30427,no,no,no,cellular,136.0,3,1,0,unknown,2.0,261.0,36,blue-collar,married,secondary,F
29427,30428,no,yes,no,telephone,221.0,2,1,0,unknown,2.0,437.0,54,blue-collar,married,secondary,F
29428,30429,no,no,no,cellular,207.0,1,1,0,unknown,2.0,159.0,25,management,single,tertiary,M
29429,30430,no,no,no,cellular,383.0,1,1,0,unknown,2.0,470.0,26,management,single,tertiary,M
29430,30431,no,no,no,cellular,211.0,1,1,0,unknown,1.0,173.0,53,blue-collar,married,secondary,M
29431,30432,no,no,yes,cellular,114.0,1,1,0,unknown,2.0,161.0,31,blue-collar,married,tertiary,M
29432,30433,no,no,yes,cellular,142.0,2,1,0,unknown,2.0,441.0,32,self-employed,married,tertiary,M
29433,30434,no,no,no,cellular,203.0,3,1,0,unknown,2.0,276.0,43,services,single,secondary,F
29434,30435,no,no,no,cellular,155.0,1,1,0,unknown,2.0,272.0,31,admin.,single,secondary,F
29435,30436,no,yes,no,cellular,267.0,4,1,0,unknown,2.0,455.0,53,technician,married,secondary,M
29436,30437,no,yes,no,cellular,177.0,2,211,3,failure,2.0,348.0,51,services,married,secondary,M
29437,30438,no,no,yes,cellular,438.0,1,1,0,unknown,2.0,258.0,25,technician,single,secondary,M
29438,30439,no,yes,yes,cellular,110.0,1,1,0,unknown,2.0,482.0,36,management,single,tertiary,F
29439,30440,no,no,yes,cellular,63.0,2,1,0,unknown,2.0,175.0,40,admin.,single,secondary,M
29440,30441,no,yes,no,cellular,137.0,3,264,4,other,2.0,347.0,43,technician,married,secondary,F
29441,30442,no,yes,no,cellular,146.0,1,263,5,success,2.0,310.0,31,technician,single,secondary,F
29442,30443,no,no,yes,cellular,47.0,2,222,3,other,2.0,161.0,48,technician,married,secondary,F
29443,30444,no,yes,no,cellular,625.0,4,1,0,unknown,2.0,354.0,34,services,married,primary,M
29444,30445,no,yes,no,cellular,236.0,2,272,1,failure,2.0,336.0,32,services,married,secondary,M
29445,30446,no,yes,no,cellular,116.0,3,265,3,failure,2.0,489.0,50,housemaid,single,primary,M
29446,30447,no,yes,yes,cellular,77.0,3,202,9,failure,2.0,309.0,37,housemaid,married,secondary,M
29447,30448,no,no,no,cellular,165.0,3,1,0,unknown,2.0,469.0,54,retired,married,primary,M
29448,30449,no,no,no,cellular,297.0,1,1,0,unknown,1.0,372.0,29,technician,single,tertiary,M
29449,30450,no,no,no,cellular,369.0,1,1,0,unknown,1.0,120.0,57,admin.,married,secondary,F
29450,30451,no,no,yes,cellular,300.0,3,195,8,other,2.0,140.0,46,blue-collar,married,secondary,F
29451,30452,no,no,no,cellular,114.0,2,1,0,unknown,2.0,301.0,55,retired,married,tertiary,F
29452,30453,no,yes,no,telephone,362.0,2,1,0,unknown,2.0,186.0,43,services,divorced,secondary,F
29453,30454,no,yes,no,cellular,107.0,3,1,0,unknown,2.0,324.0,34,admin.,married,secondary,M
29454,30455,no,no,yes,cellular,189.0,1,1,0,unknown,1.0,262.0,25,admin.,single,secondary,M
29455,30456,no,no,no,cellular,158.0,5,1,0,unknown,2.0,162.0,28,services,single,secondary,F
29456,30457,no,yes,no,cellular,149.0,3,215,1,failure,2.0,255.0,35,services,married,secondary,M
29457,30458,no,yes,yes,cellular,116.0,2,253,1,failure,2.0,355.0,50,technician,married,tertiary,M
29458,30459,no,no,yes,cellular,330.0,2,1,0,unknown,2.0,471.0,34,blue-collar,single,primary,F
29459,30460,no,yes,no,cellular,84.0,3,265,2,failure,2.0,242.0,58,retired,married,primary,F
29460,30461,no,yes,no,cellular,419.0,2,271,2,failure,2.0,153.0,41,management,single,tertiary,F
29461,30462,no,no,no,cellular,211.0,1,1,0,unknown,2.0,371.0,31,management,single,tertiary,M
29462,30463,no,yes,no,cellular,341.0,2,1,0,unknown,2.0,131.0,54,technician,divorced,secondary,M
29463,30464,no,no,no,cellular,169.0,2,1,0,unknown,2.0,358.0,32,admin.,single,unknown,M
29464,30465,no,no,no,cellular,360.0,1,1,0,unknown,1.0,432.0,120,retired,divorced,primary,M
29465,30466,no,no,no,cellular,330.0,3,190,6,failure,2.0,146.0,28,entrepreneur,married,tertiary,M
29466,30467,no,yes,no,cellular,165.0,1,1,0,unknown,2.0,469.0,30,blue-collar,married,secondary,M
29467,30468,no,no,no,cellular,326.0,3,1,0,unknown,2.0,322.0,47,entrepreneur,married,tertiary,M
29468,30469,no,yes,yes,cellular,329.0,1,1,0,unknown,2.0,307.0,28,admin.,single,tertiary,M
29469,30470,no,no,no,cellular,191.0,1,1,0,unknown,2.0,299.0,27,technician,single,secondary,M
29470,30471,no,yes,no,cellular,193.0,3,271,4,failure,2.0,295.0,47,blue-collar,single,secondary,M
29471,30472,yes,yes,no,cellular,71.0,1,1,0,unknown,2.0,267.0,43,blue-collar,married,secondary,M
29472,30473,no,yes,no,cellular,216.0,1,1,0,unknown,2.0,440.0,29,technician,single,secondary,M
29473,30474,no,yes,no,cellular,321.0,1,1,0,unknown,2.0,171.0,32,blue-collar,married,primary,M
29474,30475,no,no,no,cellular,368.0,1,1,0,unknown,2.0,160.0,34,technician,married,secondary,F
29475,30476,no,yes,no,cellular,256.0,1,190,3,failure,2.0,416.0,31,services,married,primary,M
29476,30477,no,yes,no,cellular,80.0,1,273,1,failure,2.0,212.0,35,admin.,single,secondary,M
29477,30478,no,yes,no,cellular,294.0,1,265,1,other,2.0,189.0,50,blue-collar,single,primary,F
29478,30479,no,yes,no,cellular,197.0,1,270,2,failure,2.0,298.0,32,blue-collar,married,secondary,F
29479,30480,no,yes,no,cellular,161.0,1,256,1,failure,2.0,303.0,33,technician,single,tertiary,F
29480,30481,no,no,no,cellular,118.0,1,1,0,unknown,2.0,357.0,29,technician,single,tertiary,F
29481,30482,no,yes,no,cellular,197.0,1,250,23,failure,2.0,318.0,29,services,married,secondary,M
29482,30483,no,no,no,telephone,56.0,1,1,0,unknown,2.0,306.0,44,unemployed,married,primary,F
29483,30484,no,no,no,cellular,269.0,1,1,0,unknown,2.0,258.0,29,student,single,tertiary,F
29484,30485,no,no,no,cellular,124.0,1,1,0,unknown,2.0,203.0,43,blue-collar,divorced,primary,M
29485,30486,no,no,no,cellular,201.0,1,1,0,unknown,2.0,426.0,27,unemployed,single,primary,F
29486,30487,no,no,no,cellular,115.0,1,1,0,unknown,2.0,212.0,35,unemployed,single,primary,F
29487,30488,no,no,no,cellular,317.0,1,1,0,unknown,2.0,492.0,26,unemployed,single,tertiary,F
29488,30489,no,no,no,cellular,298.0,1,1,0,unknown,1.0,338.0,36,unemployed,single,tertiary,F
29489,30490,no,no,no,cellular,138.0,1,1,0,unknown,2.0,283.0,51,technician,divorced,secondary,M
29490,30491,no,no,no,cellular,213.0,2,1,0,unknown,2.0,194.0,59,technician,divorced,secondary,M
29491,30492,no,no,no,cellular,128.0,1,1,0,unknown,2.0,133.0,56,blue-collar,married,primary,F
29492,30493,no,yes,no,cellular,678.0,1,1,0,unknown,2.0,229.0,31,unemployed,single,tertiary,F
29493,30494,no,yes,no,cellular,251.0,1,1,0,unknown,1.0,258.0,34,management,married,tertiary,F
29494,30495,no,no,no,telephone,166.0,2,173,3,failure,2.0,257.0,34,technician,married,secondary,M
29495,30496,no,yes,no,cellular,280.0,2,1,0,unknown,2.0,346.0,33,self-employed,married,tertiary,M
29496,30497,no,no,yes,cellular,197.0,1,1,0,unknown,2.0,335.0,29,admin.,divorced,secondary,F
29497,30498,no,no,no,cellular,151.0,1,1,0,unknown,2.0,353.0,34,admin.,divorced,secondary,M
29498,30499,no,no,no,cellular,362.0,1,1,0,unknown,2.0,440.0,32,unemployed,single,tertiary,M
29499,30500,no,no,no,cellular,996.0,1,1,0,unknown,1.0,183.0,56,management,married,primary,M
29500,30501,no,yes,no,cellular,650.0,1,1,0,unknown,1.0,246.0,38,technician,divorced,secondary,F
29501,30502,no,no,no,cellular,906.0,1,1,0,unknown,1.0,164.0,39,blue-collar,married,primary,F
29502,30503,no,yes,no,telephone,45.0,1,1,0,unknown,2.0,360.0,48,unemployed,divorced,secondary,F
29503,30504,no,no,no,cellular,589.0,1,1,0,unknown,2.0,483.0,26,management,single,tertiary,M
29504,30505,no,no,no,cellular,92.0,1,1,0,unknown,2.0,386.0,31,student,single,unknown,M
29505,30506,no,yes,no,cellular,261.0,1,195,4,failure,1.0,272.0,54,technician,divorced,secondary,M
29506,30507,no,yes,no,cellular,561.0,1,201,1,failure,2.0,313.0,40,admin.,married,secondary,F
29507,30508,no,yes,no,cellular,330.0,3,1,0,unknown,2.0,261.0,56,unemployed,married,primary,M
29508,30509,no,no,no,cellular,224.0,1,1,0,unknown,2.0,104.0,65,retired,married,tertiary,M
29509,30510,no,no,no,cellular,145.0,1,1,0,unknown,2.0,447.0,50,entrepreneur,married,tertiary,F
29510,30511,no,no,no,cellular,152.0,2,160,5,other,1.0,309.0,32,management,single,tertiary,M
29511,30512,no,no,no,telephone,251.0,1,1,0,unknown,2.0,125.0,59,unemployed,divorced,secondary,M
29512,30513,no,no,no,cellular,117.0,1,1,0,unknown,2.0,178.0,59,unemployed,divorced,secondary,M
29513,30514,no,no,no,cellular,104.0,1,1,0,unknown,2.0,250.0,64,retired,married,secondary,F
29514,30515,no,yes,no,cellular,24.0,9,1,0,unknown,2.0,263.0,30,entrepreneur,married,secondary,M
29515,30516,no,yes,no,cellular,157.0,1,1,0,unknown,1.0,485.0,41,blue-collar,married,primary,M
29516,30517,no,no,no,cellular,343.0,2,1,0,unknown,2.0,456.0,31,admin.,single,secondary,M
29517,30518,no,no,no,cellular,239.0,1,1,0,unknown,2.0,388.0,27,student,single,tertiary,F
29518,30519,no,yes,no,cellular,84.0,1,1,0,unknown,2.0,413.0,27,management,single,secondary,M
29519,30520,no,yes,no,cellular,69.0,1,252,4,failure,2.0,285.0,48,admin.,married,primary,M
29520,30521,no,no,no,cellular,132.0,1,1,0,unknown,2.0,415.0,43,technician,married,tertiary,M
29521,30522,no,no,no,cellular,136.0,1,1,0,unknown,2.0,132.0,26,unemployed,single,tertiary,F
29522,30523,no,yes,no,cellular,1393.0,1,1,0,unknown,1.0,260.0,48,technician,single,secondary,F
29523,30524,no,no,no,cellular,261.0,1,1,0,unknown,1.0,423.0,59,retired,divorced,secondary,M
29524,30525,no,no,no,cellular,1635.0,1,1,0,unknown,1.0,150.0,54,management,married,tertiary,M
29525,30526,no,no,no,cellular,213.0,3,1,0,unknown,2.0,228.0,44,unemployed,married,secondary,M
29526,30527,no,yes,no,cellular,258.0,4,1,0,unknown,2.0,495.0,31,admin.,married,secondary,F
29527,30528,no,yes,yes,cellular,142.0,1,1,0,unknown,2.0,154.0,52,services,married,primary,M
29528,30529,no,no,no,cellular,178.0,1,1,0,unknown,2.0,165.0,51,management,married,tertiary,F
29529,30530,no,yes,yes,cellular,22.0,4,1,0,unknown,2.0,372.0,32,blue-collar,married,secondary,F
29530,30531,yes,yes,yes,cellular,16.0,7,1,0,unknown,2.0,411.0,33,blue-collar,married,secondary,M
29531,30532,no,yes,no,cellular,133.0,3,77,2,failure,2.0,449.0,32,housemaid,married,tertiary,F
29532,30533,no,yes,yes,cellular,54.0,2,270,1,failure,2.0,121.0,33,services,married,tertiary,F
29533,30534,no,yes,no,cellular,419.0,3,1,0,unknown,2.0,241.0,45,unknown,married,unknown,F
29534,30535,no,yes,no,telephone,143.0,4,272,1,failure,2.0,339.0,51,blue-collar,married,primary,M
29535,30536,no,yes,yes,cellular,373.0,1,236,2,failure,2.0,382.0,52,entrepreneur,divorced,tertiary,M
29536,30537,no,no,no,cellular,858.0,1,1,0,unknown,2.0,171.0,41,management,married,tertiary,F
29537,30538,no,yes,no,cellular,188.0,3,270,5,failure,2.0,499.0,35,management,single,tertiary,M
29538,30539,no,no,no,telephone,296.0,1,1,0,unknown,2.0,249.0,58,blue-collar,divorced,primary,F
29539,30540,no,no,no,cellular,192.0,1,1,0,unknown,2.0,360.0,34,technician,married,secondary,M
29540,30541,no,no,no,cellular,168.0,2,1,0,unknown,2.0,238.0,52,blue-collar,single,unknown,F
29541,30542,no,no,no,cellular,14.0,6,196,2,other,2.0,368.0,38,technician,single,secondary,M
29542,30543,no,no,no,cellular,64.0,1,1,0,unknown,2.0,217.0,28,unemployed,single,secondary,M
29543,30544,no,yes,no,cellular,1528.0,2,1,0,unknown,1.0,429.0,53,blue-collar,married,primary,M
29544,30545,no,yes,no,cellular,53.0,3,1,0,unknown,2.0,112.0,41,unemployed,married,secondary,M
29545,30546,no,yes,no,cellular,343.0,1,264,4,failure,2.0,381.0,31,blue-collar,married,primary,M
29546,30547,no,no,no,cellular,337.0,4,1,0,unknown,2.0,323.0,28,blue-collar,single,secondary,M
29547,30548,no,no,yes,cellular,542.0,1,1,0,unknown,2.0,243.0,26,blue-collar,single,secondary,M
29548,30549,no,no,no,cellular,124.0,2,180,2,failure,2.0,364.0,49,admin.,married,secondary,F
29549,30550,no,no,no,cellular,166.0,3,1,0,unknown,2.0,282.0,29,management,married,tertiary,F
29550,30551,no,no,no,cellular,155.0,4,1,0,unknown,2.0,282.0,28,technician,single,secondary,F
29551,30552,no,no,no,cellular,248.0,2,1,0,unknown,2.0,176.0,36,admin.,married,secondary,F
29552,30553,no,no,yes,cellular,406.0,3,1,0,unknown,2.0,389.0,28,technician,married,secondary,M
29553,30554,no,yes,no,cellular,841.0,3,1,0,unknown,2.0,404.0,38,technician,single,tertiary,M
29554,30555,no,yes,no,cellular,246.0,1,1,0,unknown,2.0,272.0,34,entrepreneur,single,tertiary,M
29555,30556,no,no,no,cellular,14.0,6,1,0,unknown,2.0,149.0,39,blue-collar,married,primary,M
29556,30557,no,yes,no,cellular,18.0,6,201,7,other,2.0,293.0,37,technician,married,secondary,M
29557,30558,no,yes,no,cellular,84.0,4,267,4,failure,2.0,305.0,39,blue-collar,married,secondary,M
29558,30559,no,no,no,cellular,252.0,6,1,0,unknown,2.0,419.0,33,management,single,tertiary,F
29559,30560,no,yes,yes,cellular,19.0,6,1,0,unknown,2.0,340.0,32,management,single,secondary,M
29560,30561,no,no,yes,cellular,363.0,2,1,0,unknown,2.0,168.0,52,blue-collar,single,secondary,F
29561,30562,no,yes,no,cellular,182.0,5,1,0,unknown,2.0,287.0,32,management,married,tertiary,F
29562,30563,no,no,no,cellular,66.0,3,1,0,unknown,2.0,342.0,55,management,married,secondary,M
29563,30564,no,yes,no,cellular,22.0,6,1,0,unknown,2.0,255.0,34,housemaid,married,secondary,M
29564,30565,no,yes,no,cellular,80.0,1,256,1,failure,2.0,195.0,46,management,married,tertiary,F
29565,30566,no,no,yes,cellular,246.0,1,1,0,unknown,2.0,205.0,26,technician,single,secondary,F
29566,30567,no,no,no,cellular,31.0,6,1,0,unknown,2.0,465.0,30,management,single,tertiary,M
29567,30568,no,yes,yes,cellular,158.0,4,201,6,failure,2.0,188.0,32,services,married,secondary,F
29568,30569,no,no,no,cellular,224.0,1,1,0,unknown,2.0,230.0,44,services,married,primary,F
29569,30570,no,no,no,cellular,387.0,1,1,0,unknown,2.0,309.0,38,admin.,married,secondary,M
29570,30571,no,yes,no,cellular,82.0,6,251,4,other,2.0,353.0,30,admin.,married,secondary,M
29571,30572,yes,no,no,cellular,428.0,1,1,0,unknown,2.0,366.0,42,services,single,secondary,M
29572,30573,no,no,no,cellular,276.0,2,1,0,unknown,2.0,335.0,30,technician,single,secondary,M
29573,30574,no,no,no,cellular,125.0,1,1,0,unknown,2.0,159.0,29,self-employed,single,tertiary,F
29574,30575,no,yes,no,cellular,121.0,5,256,1,failure,2.0,129.0,33,student,single,secondary,M
29575,30576,no,no,no,cellular,148.0,2,1,0,unknown,2.0,106.0,31,blue-collar,married,primary,F
29576,30577,no,no,no,cellular,39.0,1,1,0,unknown,2.0,191.0,31,technician,single,tertiary,F
29577,30578,no,no,no,cellular,298.0,1,1,0,unknown,2.0,264.0,32,unemployed,single,tertiary,M
29578,30579,no,no,no,cellular,306.0,2,1,0,unknown,2.0,307.0,36,blue-collar,divorced,primary,F
29579,30580,no,yes,yes,cellular,369.0,2,1,0,unknown,2.0,128.0,48,blue-collar,single,secondary,M
29580,30581,yes,no,yes,cellular,150.0,4,1,0,unknown,2.0,358.0,36,blue-collar,married,secondary,F
29581,30582,no,no,yes,cellular,150.0,2,1,0,unknown,2.0,227.0,34,blue-collar,married,secondary,F
29582,30583,no,no,no,cellular,282.0,1,1,0,unknown,2.0,284.0,60,services,divorced,secondary,F
29583,30584,no,no,no,cellular,83.0,3,1,0,unknown,2.0,464.0,56,self-employed,married,tertiary,F
29584,30585,no,no,no,cellular,86.0,2,1,0,unknown,2.0,323.0,30,admin.,single,secondary,F
29585,30586,no,no,no,cellular,143.0,2,1,0,unknown,2.0,461.0,29,student,single,tertiary,M
29586,30587,no,no,no,cellular,206.0,3,1,0,unknown,2.0,425.0,29,technician,single,secondary,F
29587,30588,no,no,no,cellular,303.0,2,1,0,unknown,1.0,377.0,36,management,married,tertiary,M
29588,30589,no,no,no,telephone,26.0,2,197,1,failure,2.0,196.0,36,management,married,tertiary,F
29589,30590,no,no,no,cellular,91.0,2,159,14,failure,2.0,204.0,51,housemaid,married,primary,F
29590,30591,no,no,no,cellular,266.0,1,1,0,unknown,2.0,464.0,29,unknown,single,secondary,M
29591,30592,no,no,no,cellular,446.0,1,1,0,unknown,2.0,334.0,32,technician,single,secondary,F
29592,30593,no,no,no,cellular,18.0,7,1,0,unknown,2.0,358.0,34,management,single,tertiary,F
29593,30594,no,yes,no,cellular,17.0,6,1,0,unknown,2.0,105.0,29,management,married,tertiary,F
29594,30595,no,yes,no,cellular,144.0,2,271,2,failure,2.0,341.0,42,unknown,single,primary,F
29595,30596,no,yes,no,cellular,254.0,1,1,0,unknown,2.0,421.0,39,blue-collar,married,unknown,F
29596,30597,no,yes,no,cellular,13.0,5,1,0,unknown,2.0,233.0,42,technician,married,secondary,F
29597,30598,no,no,no,cellular,65.0,2,1,0,unknown,2.0,491.0,27,unemployed,single,tertiary,M
29598,30599,no,no,no,cellular,389.0,3,1,0,unknown,2.0,145.0,38,management,married,tertiary,M
29599,30600,no,yes,yes,cellular,211.0,2,1,0,unknown,2.0,396.0,32,management,married,secondary,M
29600,30601,no,yes,no,cellular,67.0,3,1,0,unknown,2.0,305.0,46,technician,married,secondary,M
29601,30602,no,yes,no,cellular,88.0,5,251,3,failure,2.0,378.0,34,blue-collar,married,secondary,F
29602,30603,no,no,no,cellular,425.0,1,82,1,failure,2.0,338.0,46,unknown,married,unknown,F
29603,30604,no,no,no,cellular,128.0,2,1,0,unknown,2.0,217.0,60,retired,married,tertiary,M
29604,30605,no,yes,no,cellular,790.0,1,249,1,failure,2.0,102.0,52,management,married,tertiary,M
29605,30606,no,yes,no,cellular,178.0,1,1,0,unknown,2.0,167.0,38,services,married,tertiary,F
29606,30607,no,yes,no,cellular,372.0,1,1,0,unknown,1.0,403.0,39,unemployed,single,secondary,M
29607,30608,no,no,no,cellular,225.0,4,1,0,unknown,2.0,440.0,36,unemployed,single,tertiary,M
29608,30609,no,no,no,cellular,565.0,2,1,0,unknown,2.0,136.0,27,blue-collar,single,secondary,M
29609,30610,no,no,no,cellular,294.0,3,1,0,unknown,2.0,206.0,54,technician,divorced,secondary,F
29610,30611,no,no,no,telephone,32.0,1,1,0,unknown,2.0,312.0,69,retired,married,primary,F
29611,30612,no,no,no,cellular,99.0,3,1,0,unknown,2.0,404.0,43,management,married,tertiary,F
29612,30613,no,no,no,cellular,289.0,2,1,0,unknown,2.0,332.0,34,unemployed,married,tertiary,F
29613,30614,no,no,no,cellular,182.0,2,90,1,success,1.0,193.0,31,management,married,tertiary,M
29614,30615,no,no,no,cellular,114.0,1,1,0,unknown,2.0,479.0,24,admin.,single,secondary,F
29615,30616,no,no,no,cellular,239.0,1,1,0,unknown,1.0,211.0,38,management,married,tertiary,F
29616,30617,no,yes,no,cellular,321.0,3,270,2,other,2.0,364.0,44,admin.,married,secondary,M
29617,30618,no,yes,yes,cellular,205.0,3,214,1,failure,2.0,220.0,27,admin.,married,secondary,M
29618,30619,no,no,no,cellular,124.0,1,1,0,unknown,2.0,346.0,28,student,single,tertiary,F
29619,30620,no,yes,no,cellular,109.0,3,1,0,unknown,2.0,437.0,48,unemployed,married,secondary,F
29620,30621,no,yes,no,cellular,94.0,4,271,4,failure,2.0,406.0,54,blue-collar,married,secondary,M
29621,30622,no,no,no,cellular,280.0,2,1,0,unknown,2.0,240.0,36,management,married,tertiary,M
29622,30623,no,no,no,cellular,22.0,6,196,6,failure,2.0,195.0,36,management,single,tertiary,M
29623,30624,no,no,no,cellular,10.0,6,1,0,unknown,2.0,413.0,27,blue-collar,single,primary,M
29624,30625,no,yes,no,cellular,168.0,3,1,0,unknown,2.0,322.0,41,entrepreneur,married,tertiary,M
29625,30626,no,no,no,cellular,110.0,2,6,1,other,2.0,281.0,26,blue-collar,single,secondary,M
29626,30627,no,yes,no,telephone,125.0,3,1,0,unknown,2.0,394.0,54,retired,married,secondary,F
29627,30628,no,no,yes,cellular,392.0,2,1,0,unknown,2.0,140.0,27,unemployed,single,secondary,M
29628,30629,no,yes,no,cellular,222.0,3,1,0,unknown,2.0,219.0,26,self-employed,married,tertiary,M
29629,30630,no,no,no,cellular,613.0,2,1,0,unknown,2.0,386.0,32,technician,single,secondary,F
29630,30631,no,yes,no,cellular,489.0,2,271,2,success,2.0,432.0,32,technician,single,tertiary,F
29631,30632,no,yes,no,cellular,100.0,3,201,2,failure,2.0,168.0,31,blue-collar,married,unknown,F
29632,30633,no,no,yes,cellular,264.0,2,1,0,unknown,2.0,446.0,34,management,married,tertiary,M
29633,30634,no,no,no,cellular,443.0,2,1,0,unknown,1.0,421.0,32,management,single,tertiary,M
29634,30635,no,no,no,cellular,184.0,3,1,0,unknown,2.0,118.0,50,management,divorced,secondary,M
29635,30636,no,no,no,cellular,515.0,3,6,13,other,2.0,263.0,33,admin.,single,secondary,F
29636,30637,no,no,no,cellular,667.0,2,1,0,unknown,2.0,115.0,29,entrepreneur,single,tertiary,M
